Using cpu device
---------------------------------
| rollout/           |          |
|    total_timesteps | 823296   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -748         |
| time/                   |              |
|    fps                  | 358          |
|    iterations           | 2            |
|    time_elapsed         | 22           |
|    total_timesteps      | 827392       |
| train/                  |              |
|    approx_kl            | 0.0006063417 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.798        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.46e+03     |
|    n_updates            | 2010         |
|    policy_gradient_loss | -0.00542     |
|    std                  | 0.988        |
|    value_loss           | 1.66e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.7         |
|    ep_rew_mean          | -730         |
| time/                   |              |
|    fps                  | 349          |
|    iterations           | 3            |
|    time_elapsed         | 35           |
|    total_timesteps      | 831488       |
| train/                  |              |
|    approx_kl            | 0.0004924779 |
|    clip_fraction        | 0.000146     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.775        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.69e+03     |
|    n_updates            | 2020         |
|    policy_gradient_loss | -0.0049      |
|    std                  | 0.989        |
|    value_loss           | 1.57e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.6          |
|    ep_rew_mean          | -800          |
| time/                   |               |
|    fps                  | 342           |
|    iterations           | 4             |
|    time_elapsed         | 47            |
|    total_timesteps      | 835584        |
| train/                  |               |
|    approx_kl            | 0.00056676945 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.794         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.86e+03      |
|    n_updates            | 2030          |
|    policy_gradient_loss | -0.00502      |
|    std                  | 0.989         |
|    value_loss           | 1.14e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -871          |
| time/                   |               |
|    fps                  | 341           |
|    iterations           | 5             |
|    time_elapsed         | 59            |
|    total_timesteps      | 839680        |
| train/                  |               |
|    approx_kl            | 0.00081469666 |
|    clip_fraction        | 0.000488      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.775         |
|    learning_rate        | 0.0003        |
|    loss                 | 8.34e+03      |
|    n_updates            | 2040          |
|    policy_gradient_loss | -0.00631      |
|    std                  | 0.989         |
|    value_loss           | 2.1e+04       |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.3        |
|    ep_rew_mean          | -813        |
| time/                   |             |
|    fps                  | 341         |
|    iterations           | 6           |
|    time_elapsed         | 71          |
|    total_timesteps      | 843776      |
| train/                  |             |
|    approx_kl            | 0.000361483 |
|    clip_fraction        | 0.000293    |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.91e+03    |
|    n_updates            | 2050        |
|    policy_gradient_loss | -0.00425    |
|    std                  | 0.989       |
|    value_loss           | 1.82e+04    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.5          |
|    ep_rew_mean          | -609          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 7             |
|    time_elapsed         | 84            |
|    total_timesteps      | 847872        |
| train/                  |               |
|    approx_kl            | 0.00027108082 |
|    clip_fraction        | 0.00022       |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.777         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.95e+03      |
|    n_updates            | 2060          |
|    policy_gradient_loss | -0.00362      |
|    std                  | 0.989         |
|    value_loss           | 1.5e+04       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.9         |
|    ep_rew_mean          | -638         |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 8            |
|    time_elapsed         | 96           |
|    total_timesteps      | 851968       |
| train/                  |              |
|    approx_kl            | 0.0009855421 |
|    clip_fraction        | 0.00061      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.803        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.41e+03     |
|    n_updates            | 2070         |
|    policy_gradient_loss | -0.00612     |
|    std                  | 0.989        |
|    value_loss           | 7.66e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -643         |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 9            |
|    time_elapsed         | 108          |
|    total_timesteps      | 856064       |
| train/                  |              |
|    approx_kl            | 0.0006501693 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.808        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.36e+03     |
|    n_updates            | 2080         |
|    policy_gradient_loss | -0.0052      |
|    std                  | 0.989        |
|    value_loss           | 1e+04        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -651         |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 10           |
|    time_elapsed         | 120          |
|    total_timesteps      | 860160       |
| train/                  |              |
|    approx_kl            | 0.0003676404 |
|    clip_fraction        | 0.00022      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.759        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.03e+03     |
|    n_updates            | 2090         |
|    policy_gradient_loss | -0.00398     |
|    std                  | 0.989        |
|    value_loss           | 1.06e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -798         |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 11           |
|    time_elapsed         | 132          |
|    total_timesteps      | 864256       |
| train/                  |              |
|    approx_kl            | 0.0005653847 |
|    clip_fraction        | 0.000342     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.811        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.76e+03     |
|    n_updates            | 2100         |
|    policy_gradient_loss | -0.00508     |
|    std                  | 0.988        |
|    value_loss           | 1.02e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -828          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 12            |
|    time_elapsed         | 145           |
|    total_timesteps      | 868352        |
| train/                  |               |
|    approx_kl            | 0.00042745713 |
|    clip_fraction        | 0.000317      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.785         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.61e+03      |
|    n_updates            | 2110          |
|    policy_gradient_loss | -0.00447      |
|    std                  | 0.988         |
|    value_loss           | 1.61e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.9          |
|    ep_rew_mean          | -788          |
| time/                   |               |
|    fps                  | 337           |
|    iterations           | 13            |
|    time_elapsed         | 157           |
|    total_timesteps      | 872448        |
| train/                  |               |
|    approx_kl            | 0.00067750167 |
|    clip_fraction        | 0.000537      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.804         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.09e+03      |
|    n_updates            | 2120          |
|    policy_gradient_loss | -0.00522      |
|    std                  | 0.988         |
|    value_loss           | 1.48e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.7         |
|    ep_rew_mean          | -801         |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 14           |
|    time_elapsed         | 170          |
|    total_timesteps      | 876544       |
| train/                  |              |
|    approx_kl            | 0.0006175567 |
|    clip_fraction        | 0.000269     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.8          |
|    learning_rate        | 0.0003       |
|    loss                 | 4.34e+03     |
|    n_updates            | 2130         |
|    policy_gradient_loss | -0.00556     |
|    std                  | 0.988        |
|    value_loss           | 1.46e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.2          |
|    ep_rew_mean          | -734          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 15            |
|    time_elapsed         | 182           |
|    total_timesteps      | 880640        |
| train/                  |               |
|    approx_kl            | 0.00028664607 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.775         |
|    learning_rate        | 0.0003        |
|    loss                 | 9.35e+03      |
|    n_updates            | 2140          |
|    policy_gradient_loss | -0.00346      |
|    std                  | 0.988         |
|    value_loss           | 1.79e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.8          |
|    ep_rew_mean          | -762          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 16            |
|    time_elapsed         | 195           |
|    total_timesteps      | 884736        |
| train/                  |               |
|    approx_kl            | 0.00033008796 |
|    clip_fraction        | 0.000171      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.812         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.17e+03      |
|    n_updates            | 2150          |
|    policy_gradient_loss | -0.00378      |
|    std                  | 0.988         |
|    value_loss           | 1.19e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -644         |
| time/                   |              |
|    fps                  | 335          |
|    iterations           | 17           |
|    time_elapsed         | 207          |
|    total_timesteps      | 888832       |
| train/                  |              |
|    approx_kl            | 0.0005975656 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.811        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.14e+03     |
|    n_updates            | 2160         |
|    policy_gradient_loss | -0.0052      |
|    std                  | 0.987        |
|    value_loss           | 1.32e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52            |
|    ep_rew_mean          | -710          |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 18            |
|    time_elapsed         | 219           |
|    total_timesteps      | 892928        |
| train/                  |               |
|    approx_kl            | 0.00061627367 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.777         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.04e+03      |
|    n_updates            | 2170          |
|    policy_gradient_loss | -0.00499      |
|    std                  | 0.987         |
|    value_loss           | 1.05e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.1          |
|    ep_rew_mean          | -766          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 19            |
|    time_elapsed         | 231           |
|    total_timesteps      | 897024        |
| train/                  |               |
|    approx_kl            | 0.00043726136 |
|    clip_fraction        | 0.000317      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.783         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.43e+03      |
|    n_updates            | 2180          |
|    policy_gradient_loss | -0.00462      |
|    std                  | 0.987         |
|    value_loss           | 1.49e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.2          |
|    ep_rew_mean          | -825          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 20            |
|    time_elapsed         | 243           |
|    total_timesteps      | 901120        |
| train/                  |               |
|    approx_kl            | 0.00045294088 |
|    clip_fraction        | 4.88e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.782         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.44e+03      |
|    n_updates            | 2190          |
|    policy_gradient_loss | -0.00451      |
|    std                  | 0.987         |
|    value_loss           | 1.71e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.2          |
|    ep_rew_mean          | -736          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 21            |
|    time_elapsed         | 255           |
|    total_timesteps      | 905216        |
| train/                  |               |
|    approx_kl            | 0.00040164217 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.799         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.81e+03      |
|    n_updates            | 2200          |
|    policy_gradient_loss | -0.00416      |
|    std                  | 0.987         |
|    value_loss           | 1.73e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.6          |
|    ep_rew_mean          | -647          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 22            |
|    time_elapsed         | 268           |
|    total_timesteps      | 909312        |
| train/                  |               |
|    approx_kl            | 0.00041830575 |
|    clip_fraction        | 0.000122      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.809         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.26e+03      |
|    n_updates            | 2210          |
|    policy_gradient_loss | -0.0044       |
|    std                  | 0.987         |
|    value_loss           | 1.28e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.9         |
|    ep_rew_mean          | -576         |
| time/                   |              |
|    fps                  | 336          |
|    iterations           | 23           |
|    time_elapsed         | 280          |
|    total_timesteps      | 913408       |
| train/                  |              |
|    approx_kl            | 0.0005179126 |
|    clip_fraction        | 9.77e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.796        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.3e+03      |
|    n_updates            | 2220         |
|    policy_gradient_loss | -0.00471     |
|    std                  | 0.986        |
|    value_loss           | 1.22e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.5          |
|    ep_rew_mean          | -772          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 24            |
|    time_elapsed         | 292           |
|    total_timesteps      | 917504        |
| train/                  |               |
|    approx_kl            | 0.00074988196 |
|    clip_fraction        | 0.000659      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.845         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.74e+03      |
|    n_updates            | 2230          |
|    policy_gradient_loss | -0.0056       |
|    std                  | 0.987         |
|    value_loss           | 8.03e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 53            |
|    ep_rew_mean          | -772          |
| time/                   |               |
|    fps                  | 336           |
|    iterations           | 25            |
|    time_elapsed         | 304           |
|    total_timesteps      | 921600        |
| train/                  |               |
|    approx_kl            | 0.00022885793 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.807         |
|    learning_rate        | 0.0003        |
|    loss                 | 8.08e+03      |
|    n_updates            | 2240          |
|    policy_gradient_loss | -0.00327      |
|    std                  | 0.986         |
|    value_loss           | 1.71e+04      |
-------------------------------------------
 100% ----------------------- 102,400/100,000  [ 0:04:58 < 0:00:00 , 345 it/s ]
Checkpoint saved to C:\cosmos-node\node-data\config\CascadeProjects\windsurf-project\junoclaw\sim2real\checkpoints\ppo_recovery.zip (900000/1000000 steps)
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 52.1     |
|    ep_rew_mean     | -723     |
| time/              |          |
|    fps             | 383      |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 925696   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.4         |
|    ep_rew_mean          | -698         |
| time/                   |              |
|    fps                  | 356          |
|    iterations           | 2            |
|    time_elapsed         | 22           |
|    total_timesteps      | 929792       |
| train/                  |              |
|    approx_kl            | 0.0006578612 |
|    clip_fraction        | 0.000293     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.819        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.64e+03     |
|    n_updates            | 2260         |
|    policy_gradient_loss | -0.0056      |
|    std                  | 0.986        |
|    value_loss           | 1.15e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -751         |
| time/                   |              |
|    fps                  | 348          |
|    iterations           | 3            |
|    time_elapsed         | 35           |
|    total_timesteps      | 933888       |
| train/                  |              |
|    approx_kl            | 0.0005985981 |
|    clip_fraction        | 0.000122     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.821        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.41e+03     |
|    n_updates            | 2270         |
|    policy_gradient_loss | -0.00537     |
|    std                  | 0.986        |
|    value_loss           | 1.28e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.7          |
|    ep_rew_mean          | -663          |
| time/                   |               |
|    fps                  | 347           |
|    iterations           | 4             |
|    time_elapsed         | 47            |
|    total_timesteps      | 937984        |
| train/                  |               |
|    approx_kl            | 0.00035969994 |
|    clip_fraction        | 0.000146      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.805         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.37e+03      |
|    n_updates            | 2280          |
|    policy_gradient_loss | -0.00428      |
|    std                  | 0.987         |
|    value_loss           | 1.51e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.5         |
|    ep_rew_mean          | -685         |
| time/                   |              |
|    fps                  | 345          |
|    iterations           | 5            |
|    time_elapsed         | 59           |
|    total_timesteps      | 942080       |
| train/                  |              |
|    approx_kl            | 0.0005350292 |
|    clip_fraction        | 0.000195     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.804        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.2e+03      |
|    n_updates            | 2290         |
|    policy_gradient_loss | -0.00479     |
|    std                  | 0.986        |
|    value_loss           | 9.08e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | -869         |
| time/                   |              |
|    fps                  | 342          |
|    iterations           | 6            |
|    time_elapsed         | 71           |
|    total_timesteps      | 946176       |
| train/                  |              |
|    approx_kl            | 0.0003340919 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.799        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.44e+03     |
|    n_updates            | 2300         |
|    policy_gradient_loss | -0.00412     |
|    std                  | 0.986        |
|    value_loss           | 1.37e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.5          |
|    ep_rew_mean          | -776          |
| time/                   |               |
|    fps                  | 342           |
|    iterations           | 7             |
|    time_elapsed         | 83            |
|    total_timesteps      | 950272        |
| train/                  |               |
|    approx_kl            | 0.00036852335 |
|    clip_fraction        | 2.44e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.813         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.8e+03       |
|    n_updates            | 2310          |
|    policy_gradient_loss | -0.00415      |
|    std                  | 0.986         |
|    value_loss           | 1.45e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -750          |
| time/                   |               |
|    fps                  | 341           |
|    iterations           | 8             |
|    time_elapsed         | 95            |
|    total_timesteps      | 954368        |
| train/                  |               |
|    approx_kl            | 0.00054114085 |
|    clip_fraction        | 0.000513      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.823         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.45e+03      |
|    n_updates            | 2320          |
|    policy_gradient_loss | -0.005        |
|    std                  | 0.986         |
|    value_loss           | 1.16e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.4          |
|    ep_rew_mean          | -669          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 9             |
|    time_elapsed         | 108           |
|    total_timesteps      | 958464        |
| train/                  |               |
|    approx_kl            | 0.00066143216 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.847         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.85e+03      |
|    n_updates            | 2330          |
|    policy_gradient_loss | -0.00532      |
|    std                  | 0.986         |
|    value_loss           | 9.76e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.2         |
|    ep_rew_mean          | -805         |
| time/                   |              |
|    fps                  | 340          |
|    iterations           | 10           |
|    time_elapsed         | 120          |
|    total_timesteps      | 962560       |
| train/                  |              |
|    approx_kl            | 0.0007022346 |
|    clip_fraction        | 0.000195     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.818        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.21e+03     |
|    n_updates            | 2340         |
|    policy_gradient_loss | -0.00534     |
|    std                  | 0.986        |
|    value_loss           | 1.16e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -809          |
| time/                   |               |
|    fps                  | 340           |
|    iterations           | 11            |
|    time_elapsed         | 132           |
|    total_timesteps      | 966656        |
| train/                  |               |
|    approx_kl            | 0.00020846714 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.81          |
|    learning_rate        | 0.0003        |
|    loss                 | 5.96e+03      |
|    n_updates            | 2350          |
|    policy_gradient_loss | -0.00319      |
|    std                  | 0.986         |
|    value_loss           | 1.37e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.8         |
|    ep_rew_mean          | -843         |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 12           |
|    time_elapsed         | 144          |
|    total_timesteps      | 970752       |
| train/                  |              |
|    approx_kl            | 0.0003319079 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.815        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.11e+03     |
|    n_updates            | 2360         |
|    policy_gradient_loss | -0.00393     |
|    std                  | 0.986        |
|    value_loss           | 1.22e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.7          |
|    ep_rew_mean          | -834          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 13            |
|    time_elapsed         | 157           |
|    total_timesteps      | 974848        |
| train/                  |               |
|    approx_kl            | 0.00039027282 |
|    clip_fraction        | 0.000366      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.799         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.86e+03      |
|    n_updates            | 2370          |
|    policy_gradient_loss | -0.00465      |
|    std                  | 0.986         |
|    value_loss           | 1.34e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.6          |
|    ep_rew_mean          | -691          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 14            |
|    time_elapsed         | 169           |
|    total_timesteps      | 978944        |
| train/                  |               |
|    approx_kl            | 0.00025172677 |
|    clip_fraction        | 0.000195      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.804         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.31e+03      |
|    n_updates            | 2380          |
|    policy_gradient_loss | -0.00336      |
|    std                  | 0.986         |
|    value_loss           | 1.32e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.5          |
|    ep_rew_mean          | -767          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 15            |
|    time_elapsed         | 181           |
|    total_timesteps      | 983040        |
| train/                  |               |
|    approx_kl            | 0.00033740298 |
|    clip_fraction        | 0.000122      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.819         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.34e+03      |
|    n_updates            | 2390          |
|    policy_gradient_loss | -0.00393      |
|    std                  | 0.985         |
|    value_loss           | 1.21e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.7          |
|    ep_rew_mean          | -840          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 16            |
|    time_elapsed         | 193           |
|    total_timesteps      | 987136        |
| train/                  |               |
|    approx_kl            | 0.00038514493 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.793         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.22e+03      |
|    n_updates            | 2400          |
|    policy_gradient_loss | -0.00411      |
|    std                  | 0.985         |
|    value_loss           | 1.37e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.5          |
|    ep_rew_mean          | -696          |
| time/                   |               |
|    fps                  | 338           |
|    iterations           | 17            |
|    time_elapsed         | 205           |
|    total_timesteps      | 991232        |
| train/                  |               |
|    approx_kl            | 0.00034210144 |
|    clip_fraction        | 0.000171      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.803         |
|    learning_rate        | 0.0003        |
|    loss                 | 8.24e+03      |
|    n_updates            | 2410          |
|    policy_gradient_loss | -0.00402      |
|    std                  | 0.985         |
|    value_loss           | 1.6e+04       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51.5         |
|    ep_rew_mean          | -689         |
| time/                   |              |
|    fps                  | 338          |
|    iterations           | 18           |
|    time_elapsed         | 218          |
|    total_timesteps      | 995328       |
| train/                  |              |
|    approx_kl            | 0.0004998331 |
|    clip_fraction        | 0.000342     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.802        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.78e+03     |
|    n_updates            | 2420         |
|    policy_gradient_loss | -0.00494     |
|    std                  | 0.985        |
|    value_loss           | 1.21e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.6         |
|    ep_rew_mean          | -870         |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 19           |
|    time_elapsed         | 230          |
|    total_timesteps      | 999424       |
| train/                  |              |
|    approx_kl            | 0.0004802889 |
|    clip_fraction        | 7.32e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.812        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.21e+03     |
|    n_updates            | 2430         |
|    policy_gradient_loss | -0.00436     |
|    std                  | 0.985        |
|    value_loss           | 1.16e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 53            |
|    ep_rew_mean          | -746          |
| time/                   |               |
|    fps                  | 337           |
|    iterations           | 20            |
|    time_elapsed         | 242           |
|    total_timesteps      | 1003520       |
| train/                  |               |
|    approx_kl            | 0.00044975738 |
|    clip_fraction        | 0.000269      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.825         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.44e+03      |
|    n_updates            | 2440          |
|    policy_gradient_loss | -0.0046       |
|    std                  | 0.985         |
|    value_loss           | 1.56e+04      |
